epoch,loss,avg_validation_accuracy,alveolar_click,background1,dental_click,speech1
0,3.8591244862591023,0.7570159356931321,0.9438202247191011,0.1278538812785388,0.7290322580645161,0.8983833718244804
1,3.0323023285688926,0.7843745593005217,0.9606741573033708,0.1141552511415525,0.6645161290322581,0.9561200923787528
2,2.6376809207311456,0.8094768015794669,0.9719101123595506,0.3059360730593607,0.7870967741935484,0.9364896073903002
3,2.382755411173893,0.83852771118319,0.9662921348314607,0.3470319634703196,0.8451612903225807,0.9457274826789839
4,2.2120723369981956,0.8517839514878014,0.9662921348314607,0.4703196347031963,0.9161290322580645,0.9387990762124712
5,2.0859362183110095,0.8616556197997461,0.9606741573033708,0.5114155251141552,0.8903225806451613,0.9422632794457275
6,1.991913757074066,0.8632068819630518,0.9606741573033708,0.3789954337899543,0.8709677419354839,0.9584295612009238
7,1.9051303089867022,0.8706811451135241,0.9606741573033708,0.547945205479452,0.9483870967741935,0.9353348729792148
8,1.832618026298993,0.8729375264419688,0.9606741573033708,0.5251141552511416,0.8709677419354839,0.9503464203233256
9,1.7724026451492791,0.8750528839373853,0.9662921348314607,0.5525114155251142,0.9612903225806452,0.9341801385681293
10,1.7323807785304575,0.8781554082639966,0.9662921348314607,0.5707762557077626,0.9354838709677419,0.9422632794457275
11,1.6757506963026874,0.8795656465942745,0.9606741573033708,0.5981735159817352,0.9612903225806452,0.930715935334873
12,1.6253729744381835,0.8842194330841912,0.9606741573033708,0.6073059360730594,0.967741935483871,0.9284064665127021
13,1.5920699244997358,0.8847835284163024,0.9606741573033708,0.5981735159817352,0.967741935483871,0.9330254041570438
14,1.5471384681140294,0.8877450289098856,0.9606741573033708,0.6164383561643836,0.967741935483871,0.9422632794457275
15,1.5187551731569713,0.8931039345649415,0.9662921348314607,0.6210045662100456,0.9354838709677419,0.9457274826789839
16,1.4630001064265434,0.8949372443943027,0.9662921348314607,0.6712328767123288,0.9483870967741935,0.9376443418013857
17,1.4478714022317332,0.8984628402199972,0.9662921348314607,0.6484018264840182,0.967741935483871,0.9387990762124712
18,1.3936995068821647,0.9015653645466083,0.9662921348314607,0.639269406392694,0.9354838709677419,0.9526558891454965
19,1.381768300181601,0.9060781272034975,0.9662921348314607,0.6757990867579908,0.9548387096774194,0.9457274826789839
20,1.366779167373734,0.9046678888732196,0.9719101123595506,0.684931506849315,0.9612903225806452,0.9434180138568129
21,1.3451868703975243,0.9042448173741361,0.9719101123595506,0.6894977168949772,0.967741935483871,0.9330254041570438
22,1.3165795809164182,0.9084755323649697,0.9719101123595506,0.6986301369863014,0.9483870967741935,0.9457274826789839
23,1.2879738300101509,0.9118601043576364,0.9719101123595506,0.680365296803653,0.9741935483870968,0.9468822170900693
24,1.264924752583643,0.912142152023692,0.9719101123595506,0.7214611872146118,0.967741935483871,0.9422632794457275
25,1.2451447579474362,0.9127062473558031,0.9719101123595506,0.6940639269406392,0.967741935483871,0.9526558891454965
26,1.234806466654853,0.9124241996897476,0.9719101123595506,0.7031963470319634,0.9741935483870968,0.9445727482678984
27,1.2227554578965043,0.9129882950218586,0.9719101123595506,0.6986301369863014,0.967741935483871,0.9445727482678984
28,1.203505207904386,0.9149626286842476,0.9719101123595506,0.7214611872146118,0.9741935483870968,0.9526558891454965
29,1.1672521746430942,0.9189112960090254,0.9719101123595506,0.7351598173515982,0.967741935483871,0.9549653579676675
30,1.168388177327756,0.9183472006769143,0.9719101123595506,0.7077625570776256,0.967741935483871,0.9561200923787528
31,1.1539794710791678,0.9200394866732478,0.9719101123595506,0.726027397260274,0.967741935483871,0.9503464203233256
32,1.1588143806643452,0.9203215343393033,0.9719101123595506,0.726027397260274,0.967741935483871,0.9399538106235565
33,1.115490539069573,0.9263855591594978,0.9719101123595506,0.7123287671232876,0.967741935483871,0.9630484988452656
34,1.1373699836915208,0.9213087011704978,0.9775280898876404,0.7214611872146118,0.9741935483870968,0.953810623556582
35,1.0992198338370416,0.9265265829925257,0.9719101123595506,0.7671232876712328,0.967741935483871,0.953810623556582
36,1.0943007510575198,0.9232830348328868,0.9719101123595506,0.726027397260274,0.9612903225806452,0.964203233256351
37,1.0769147272171178,0.9262445353264701,0.9719101123595506,0.7168949771689498,0.967741935483871,0.9722863741339491
38,1.086834182634691,0.9228599633338034,0.9775280898876404,0.7579908675799086,0.967741935483871,0.9526558891454965
39,1.0360512347239699,0.9303342264842758,0.9719101123595506,0.7671232876712328,0.9612903225806452,0.9653579676674365
40,1.038485408342031,0.9279368213228036,0.9719101123595506,0.7625570776255708,0.967741935483871,0.9653579676674365
41,1.0398682874384828,0.930193202651248,0.9719101123595506,0.730593607305936,0.967741935483871,0.9630484988452656
42,1.0426688518733975,0.9287829643209701,0.9775280898876404,0.7853881278538812,0.967741935483871,0.9595842956120092
43,1.0248062170925336,0.9318854886475814,0.9719101123595506,0.7945205479452054,0.967741935483871,0.9618937644341802
44,1.0168665301403026,0.9317444648145535,0.9719101123595506,0.7625570776255708,0.967741935483871,0.9699769053117783
45,1.0298212899435997,0.9287829643209701,0.9719101123595506,0.776255707762557,0.967741935483871,0.9491916859122402
46,1.0030130073459675,0.9340008461429982,0.9775280898876404,0.7945205479452054,0.967741935483871,0.9607390300230947
47,1.0131586198157172,0.9313213933154703,0.9719101123595506,0.7808219178082192,0.967741935483871,0.9676674364896074
48,0.9962618928872854,0.9340008461429982,0.9719101123595506,0.771689497716895,0.967741935483871,0.9699769053117783
49,0.9792482262542159,0.9369623466365816,0.9719101123595506,0.776255707762557,0.967741935483871,0.9722863741339491
50,0.9831782584759601,0.9352700606402482,0.9775280898876404,0.7671232876712328,0.967741935483871,0.9711316397228638
51,0.9742952710296787,0.9358341559723593,0.9775280898876404,0.8036529680365296,0.967741935483871,0.9618937644341802
52,0.966883094303868,0.9378084896347483,0.9775280898876404,0.8036529680365296,0.967741935483871,0.9653579676674365
53,0.9671245719814583,0.9355521083063036,0.9719101123595506,0.7808219178082192,0.967741935483871,0.9526558891454965
54,0.9490137425897622,0.9372443943026371,0.9719101123595506,0.8036529680365296,0.967741935483871,0.9607390300230947
55,0.949176444672442,0.937385418135665,0.9775280898876404,0.7945205479452054,0.967741935483871,0.9711316397228638
56,0.9462714867915645,0.936680298970526,0.9719101123595506,0.8036529680365296,0.967741935483871,0.9653579676674365
57,0.9510916027241374,0.9368213228035538,0.9719101123595506,0.7945205479452054,0.967741935483871,0.9595842956120092
58,0.9205823637752097,0.9395007756310816,0.9775280898876404,0.8036529680365296,0.967741935483871,0.9722863741339491
59,0.9245078937490573,0.9406289662953039,0.9775280898876404,0.7808219178082192,0.967741935483871,0.9699769053117783
60,0.9450787132674994,0.9373854181356649,0.9719101123595506,0.7808219178082192,0.967741935483871,0.9734411085450346
61,0.9287330460529908,0.9400648709631927,0.9775280898876404,0.776255707762557,0.967741935483871,0.9745958429561201
62,0.9151449481698053,0.9414751092934706,0.9719101123595506,0.7990867579908676,0.9741935483870968,0.9653579676674365
63,0.9165187271453987,0.9402058947962205,0.9775280898876404,0.7899543378995434,0.967741935483871,0.9699769053117783
64,0.9077280950830375,0.9407699901283317,0.9775280898876404,0.7853881278538812,0.9612903225806452,0.9745958429561201
65,0.9136593825784158,0.9396417994641094,0.9719101123595506,0.7671232876712328,0.967741935483871,0.9780600461893765
66,0.903765241220276,0.9421802284586095,0.9775280898876404,0.8036529680365296,0.967741935483871,0.964203233256351
67,0.8988122835370789,0.942462276124665,0.9719101123595506,0.7945205479452054,0.967741935483871,0.9676674364896074
68,0.8969646319274152,0.941898180792554,0.9831460674157303,0.817351598173516,0.967741935483871,0.9688221709006929
69,0.90292338800395,0.9433084191228318,0.9775280898876404,0.7899543378995434,0.967741935483871,0.9734411085450346
70,0.8833649779951399,0.9445776336200818,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9711316397228638
71,0.8913340769417111,0.944436609787054,0.9775280898876404,0.817351598173516,0.967741935483871,0.9653579676674365
72,0.8955904257648872,0.9447186574531095,0.9719101123595506,0.771689497716895,0.967741935483871,0.976905311778291
73,0.8778697107275657,0.9435904667888872,0.9775280898876404,0.8036529680365296,0.967741935483871,0.964203233256351
74,0.8743792997565194,0.9442955859540263,0.9831460674157303,0.817351598173516,0.967741935483871,0.9688221709006929
75,0.8930667564577586,0.9433084191228318,0.9831460674157303,0.8082191780821918,0.967741935483871,0.9630484988452656
76,0.8905885969486311,0.9441545621209985,0.9831460674157303,0.817351598173516,0.967741935483871,0.964203233256351
77,0.8631861191271828,0.9448596812861373,0.9831460674157303,0.7990867579908676,0.967741935483871,0.9665127020785219
78,0.8610885879785314,0.9468340149485263,0.9775280898876404,0.8036529680365296,0.967741935483871,0.9676674364896074
79,0.8792391923856304,0.9434494429558594,0.9831460674157303,0.7945205479452054,0.967741935483871,0.964203233256351
80,0.8739529834817786,0.9457058242843039,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9722863741339491
81,0.8528081540550504,0.9465519672824707,0.9775280898876404,0.8036529680365296,0.967741935483871,0.9699769053117783
82,0.8684167366549992,0.943731490621915,0.9775280898876404,0.8082191780821918,0.967741935483871,0.9618937644341802
83,0.8603820470879502,0.9468340149485263,0.9719101123595506,0.8036529680365296,0.967741935483871,0.9745958429561201
84,0.8623025706399061,0.9455648004512762,0.9831460674157303,0.7990867579908676,0.967741935483871,0.9711316397228638
85,0.8602701407122925,0.9458468481173318,0.9775280898876404,0.7990867579908676,0.967741935483871,0.9653579676674365
86,0.878245724319672,0.9450007051191651,0.9775280898876404,0.817351598173516,0.967741935483871,0.964203233256351
87,0.8649527041645787,0.9466929911154984,0.9831460674157303,0.817351598173516,0.967741935483871,0.9595842956120092
88,0.849699066078994,0.9475391341136652,0.9775280898876404,0.8082191780821918,0.967741935483871,0.9699769053117783
89,0.8627569970799979,0.9458468481173318,0.9831460674157303,0.7990867579908676,0.967741935483871,0.964203233256351
90,0.8509706145465298,0.9472570864476098,0.9719101123595506,0.7990867579908676,0.967741935483871,0.964203233256351
91,0.8666158480244788,0.9475391341136652,0.9831460674157303,0.8082191780821918,0.967741935483871,0.9688221709006929
92,0.8367712743514146,0.9476801579466929,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9676674364896074
93,0.8249623448543429,0.9482442532788042,0.9831460674157303,0.821917808219178,0.967741935483871,0.9699769053117783
94,0.8542313990963982,0.9461288957833874,0.9775280898876404,0.817351598173516,0.967741935483871,0.9745958429561201
95,0.8557097514624523,0.9464109434494429,0.9775280898876404,0.7945205479452054,0.9612903225806452,0.9665127020785219
96,0.8530632924998266,0.9471160626145819,0.9775280898876404,0.776255707762557,0.967741935483871,0.9745958429561201
97,0.8118225675075721,0.9499365392751375,0.9831460674157303,0.8127853881278538,0.967741935483871,0.9722863741339491
98,0.8269855139866112,0.9488083486109151,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9757505773672055
99,0.8352115124195053,0.9468340149485263,0.9831460674157303,0.8082191780821918,0.967741935483871,0.9699769053117783
100,0.8215983080025067,0.9510647299393596,0.9831460674157303,0.821917808219178,0.967741935483871,0.9676674364896074
101,0.8320172676694962,0.9493724439430263,0.9831460674157303,0.817351598173516,0.967741935483871,0.9711316397228638
102,0.8203953661013013,0.950218586941193,0.9831460674157303,0.7990867579908676,0.967741935483871,0.9711316397228638
103,0.8223726297489025,0.9505006346072484,0.9831460674157303,0.8127853881278538,0.967741935483871,0.9699769053117783
104,0.8197968439614718,0.9475391341136652,0.9775280898876404,0.8264840182648402,0.967741935483871,0.9630484988452656
105,0.8273626070670828,0.9497955154421097,0.9775280898876404,0.817351598173516,0.967741935483871,0.9676674364896074
106,0.8113299622057927,0.9507826822733041,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9745958429561201
107,0.8294560383160011,0.9486673247778874,0.9831460674157303,0.8082191780821918,0.9612903225806452,0.9711316397228638
108,0.8117372997261676,0.9490903962769707,0.9831460674157303,0.821917808219178,0.967741935483871,0.9584295612009238
109,0.8346610959183764,0.9489493724439431,0.9775280898876404,0.8401826484018264,0.967741935483871,0.964203233256351
110,0.8182007038106603,0.9499365392751373,0.9831460674157303,0.8036529680365296,0.967741935483871,0.9745958429561201
111,0.8133971970620302,0.9524749682696376,0.9831460674157303,0.8264840182648402,0.967741935483871,0.9745958429561201
112,0.814310539665654,0.9497955154421097,0.9831460674157303,0.817351598173516,0.967741935483871,0.9711316397228638
113,0.8209471904269865,0.9490903962769707,0.9887640449438202,0.8127853881278538,0.9612903225806452,0.9734411085450346
114,0.834028010649685,0.9503596107742208,0.9775280898876404,0.8082191780821918,0.967741935483871,0.976905311778291
115,0.8010786455510752,0.9509237061063318,0.9775280898876404,0.817351598173516,0.967741935483871,0.9745958429561201
116,0.8080901793621773,0.9503596107742208,0.9775280898876404,0.817351598173516,0.967741935483871,0.9734411085450346
117,0.7998951263079571,0.9514878014384431,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9745958429561201
118,0.8162842424694902,0.9490903962769707,0.9831460674157303,0.7990867579908676,0.967741935483871,0.9699769053117783
119,0.8103769796554636,0.9512057537723877,0.9775280898876404,0.8082191780821918,0.967741935483871,0.9757505773672055
120,0.8012122964425276,0.9506416584402763,0.9831460674157303,0.8356164383561644,0.967741935483871,0.9688221709006929
121,0.8170652223829489,0.9507826822733041,0.9775280898876404,0.8310502283105022,0.967741935483871,0.9676674364896074
122,0.8145285210006243,0.9519108729375263,0.9775280898876404,0.8264840182648402,0.967741935483871,0.9745958429561201
123,0.8110625000531071,0.950218586941193,0.9831460674157303,0.8493150684931506,0.967741935483871,0.9699769053117783
124,0.7835256787020403,0.9527570159356931,0.9831460674157303,0.817351598173516,0.967741935483871,0.976905311778291
125,0.7936892784031838,0.9503596107742208,0.9831460674157303,0.8447488584474886,0.967741935483871,0.9584295612009238
126,0.7939182895604384,0.9513467776054153,0.9775280898876404,0.8401826484018264,0.967741935483871,0.9734411085450346
127,0.7956383826281754,0.9533211112678043,0.9831460674157303,0.8493150684931506,0.967741935483871,0.9676674364896074
128,0.8042619655392365,0.9524749682696374,0.9831460674157303,0.8356164383561644,0.967741935483871,0.9688221709006929
129,0.8347166959522575,0.950218586941193,0.9831460674157303,0.8264840182648402,0.967741935483871,0.9711316397228638
130,0.8167909287802003,0.9523339444366098,0.9831460674157303,0.8356164383561644,0.967741935483871,0.9757505773672055
131,0.7990983992546035,0.9536031589338598,0.9831460674157303,0.8356164383561644,0.9612903225806452,0.9722863741339491
132,0.8138309280566547,0.9517698491044986,0.9775280898876404,0.817351598173516,0.967741935483871,0.9757505773672055
133,0.7713020717752214,0.9537441827668875,0.9775280898876404,0.8310502283105022,0.967741935483871,0.9745958429561201
134,0.7961542904797267,0.9538852065999153,0.9831460674157303,0.8264840182648402,0.9612903225806452,0.9734411085450346
135,0.7943193555748223,0.9527570159356931,0.9775280898876404,0.821917808219178,0.9612903225806452,0.976905311778291
136,0.80295303430103,0.9533211112678043,0.9775280898876404,0.8127853881278538,0.967741935483871,0.976905311778291
137,0.8112719815795469,0.9531800874347764,0.9775280898876404,0.8447488584474886,0.967741935483871,0.964203233256351
138,0.8000902490914416,0.9537441827668875,0.9775280898876404,0.8264840182648402,0.967741935483871,0.9745958429561201
139,0.8088714300749786,0.9533211112678043,0.9775280898876404,0.817351598173516,0.967741935483871,0.9722863741339491
140,0.8186036362002117,0.9536031589338598,0.9831460674157303,0.8538812785388128,0.967741935483871,0.9757505773672055
141,0.793583701952962,0.9541672542659709,0.9831460674157303,0.8401826484018264,0.967741935483871,0.9711316397228638
142,0.8064001771101172,0.9530390636017486,0.9775280898876404,0.8310502283105022,0.967741935483871,0.9745958429561201
143,0.7744581356251665,0.9545903257650543,0.9775280898876404,0.8356164383561644,0.967741935483871,0.9757505773672055
144,0.8118375276135651,0.9538852065999153,0.9775280898876404,0.8127853881278538,0.967741935483871,0.9745958429561201
145,0.7954210800514993,0.9524749682696376,0.9775280898876404,0.8447488584474886,0.967741935483871,0.9722863741339491
146,0.8092128445619321,0.9520518967705541,0.9775280898876404,0.8264840182648402,0.967741935483871,0.9745958429561201
147,0.7939165558163226,0.9552954449301932,0.9775280898876404,0.8447488584474886,0.967741935483871,0.9745958429561201
148,0.7880282843231465,0.9552954449301932,0.9831460674157303,0.817351598173516,0.967741935483871,0.9745958429561201
149,0.7773899606926419,0.9561415879283599,0.9775280898876404,0.8356164383561644,0.967741935483871,0.9734411085450346
